	record_number	catalogue_title	eng_host_item	courier_id	year	publication_date	pages	notes
7968	69475	Women in primitive society: exploding some false notions	The UNESCO Courier: a window open on the world VIII, 11 p. 30-33, illus. 69853 eng	 69853 eng	1955	1955	[30, 31, 32, 33]	Published in 3 editions
7970	41092	Women in Soviet society today	The UNESCO Courier: a window open on the world XXXIII, 7 p. 26-27, illus. 74760 eng	 74760 eng	1980	1980	[26, 27]	
7971	109512	Women in the front line	The UNESCO courier: a window open on the world 50, 10 p. 27-29, illus. 109505 eng	 109505 eng	1997	1997|Oct. 1997	[27, 28, 29]	
7973	101190	Women Nobel laureates	The UNESCO courier: a window open on the world XLVIII, 9 p. 35, illus. 101119 eng	 101119 eng	1995	1995	[35]	
7974	63520	Women of the Mediterranean: 'a shared destiny'	The UNESCO Courier: a window open on the world XXXVIII, 4 p. 5-9, illus. 74929 eng	 74929 eng	1985	1985	[5, 6, 7, 8, 9]	Article extracted from the introduction to a study to be published shortly by UNESCO on the situation of women in Mediterranean countries
7975	69194	Women of the Mediterranean: tradition and change	The UNESCO Courier: a window open on the world XXXIX, 5/6 p. 46-47, illus. 69416 eng	 69416 eng	1986	1986	[46, 47]	UNESCO 40th anniversary issue; a selection of articles in abridged form
7976	69439	Women on the march	The UNESCO Courier: a window open on the world VIII, 11 p. 4-11, illus., port. 69853 eng	 69853 eng	1955	1955	[4, 5, 6, 7, 8, 9, 10, 11]	Published in 3 editions
7977	71651	Women on the sidelines	The UNESCO Courier: a window open on the world XL, 1 p. 20-22, illus. 71682 eng	 71682 eng	1987	1987	[20, 21, 22]	Extract from a paper presented at the International Meeting of Experts on Poverty and Progress, 17-21 Nov. 1986, UNESCO, Paris
7978	49720	Women painters of northern India	The UNESCO Courier: a window open on the world XXVIII, 8/9 p. 34-38, illus. 74845 eng	 74845 eng	1975	1975|Aug. - Sept. 1975	[34, 35, 36, 37, 38]	
7979	192300	Women political leaders	The UNESCO courier 64, 2 p. 9-12, illus. 192261 eng	 192261 eng	2011	2011|Apr.-June 2011	[9, 10, 11, 12]	
7980	71221	Women's access to education	The UNESCO Courier V, 11 p. 7, illus. 73310 eng	 73310 eng	1952	1952	[7]	Published in 3 editions
7981	49654	Women's lib: 30 years of progress	The UNESCO Courier: a window open on the world XXVIII, 3 p. 4-7, illus. 74836 eng	 74836 eng	1975	1975	[4, 5, 6, 7]	
7983	92647	Women's role in post-industrial democracy	The UNESCO courier: a window open on the world XLV, 11 p. 41-43, illus. 92651 eng	 92651 eng	1992	1992	[41, 42, 43]	
7984	41164	Women speak	The UNESCO Courier: a window open on the world XXXIII, 7 p. 18-19, illus. 74760 eng	 74760 eng	1980	1980	[18, 19]	"Quotations from ""Third World women speak out"" by Perdita Houston, Praeger, New York, and the Overseas Development Council."
7986	49759	Women students still outnumbered	The UNESCO Courier: a window open on the world XXVIII, 3 p. 11-17, illus. 74836 eng	 74836 eng	1975	1975	[11, 12, 13, 14, 15, 16, 17]	"Taken from a UNESCO study entitled ""Higher education: international trends, 1960-1970""."
7987	63523	Women under apartheid: 'a triple oppression'	The UNESCO Courier: a window open on the world XXXVIII, 4 p. 14-15, illus. 74929 eng	 74929 eng	1985	1985	[14, 15]	Article based on a speech made on International Women's Day, 8 March 1985, at the invitation of the International Staff Association of UNESCO
7989	120759	The Wonderful world of filmmaking	The UNESCO courier 53, 10 p. 19 120752 eng	 120752 eng	2000	2000|Oct. 2000	[19]	
7991	66113	Wonderland of souvenirs for a royal Roman tourist	The UNESCO Courier: a window open on the world XII, 12 p. 28-32, illus. 66107 eng	 66107 eng	1959	1959	[28, 29, 30, 31, 32]	Published in 4 editions
7992	193793	Wonders of creativity	The UNESCO courier 64, 3 p. 32, illus. 193773 eng	 193773 eng	2011	2011|July - Sept. 2011	[32]	
7993	67616	The Wonders of Japan's literary world	The UNESCO Courier: a window open on the world X, 6 p. 18-21, illus. 67562 eng	 67562 eng	1957	1957	[18, 19, 20, 21]	Published in 4 editions
7994	41111	Wonders of the world	The UNESCO Courier: a window open on the world XXXIII, 8 p. 33-34, illus. 74761 eng	 74761 eng	1980	1980	[33, 34]	
7995	89095	The Wondrous deep	The UNESCO courier: a window open on the world XLIV, 8-9 p. 16-20, illus. 89116 eng	 89116 eng	1991	1991	[16, 17, 18, 19, 20]	
7996	63844	A Word of warning from stamps	The UNESCO Courier: a window open on the world XIV, 4 p. 26, illus. 35706 eng	 35706 eng	1961	1961	[26]	
7997	52344	The Word-shrinkers	The UNESCO Courier: a window open on the world XXV, 7 p. 26-27, illus. 52257 eng	 52257 eng	1972	1972	[26, 27]	
7998	57976	Word within world: a critical reading of the universe	The UNESCO Courier: a window open on the world XXXVII, 2 p. 29-31, illus. 74676 eng	 74676 eng	1984	1984	[29, 30, 31]	
7999	95130	Words, gestures and symbols	The UNESCO Courier: a window open on the world XLVI, 11 p. 37-39, illus. 95141 eng	 95141 eng	1993	1993	[37, 38, 39]	
8000	105929	Words, timely and timeless	The UNESCO courier: a window open on the world 50, 4 p. 4-7, illus. 105951 eng	 105951 eng	1997	1997|Apr. 1997	[4, 5, 6, 7]	
8001	109420	Words and deeds	The UNESCO courier: a window open on the world 50, 9 p. 28-31, illus. 109370 eng	 109370 eng	1997	1997|Sept. 1997	[28, 29, 30, 31]	
8002	111126	Words for music	The UNESCO courier: a window open on the world 51, 3 p. 50 111114 eng	 111114 eng	1998	1998|Mar. 1998	[50]	
8003	108594	Words have no legs, yet they walk	The UNESCO courier: a window open on the world 50, 6 p. 18-21, illus. 108625 eng	 108625 eng	1997	1997|June 1997	[18, 19, 20, 21]	
8004	31779	Words under a mask	The UNESCO Courier: a window open on the world XVIII, 2 p. 9-10, 12, 32, illus. 31600 eng	 31600 eng	1965	1965	[9, 10]	
8005	117912	Work, yes - but with dignity!	The UNESCO courier 52, 11 p. 39, map 117896 eng	 117896 eng	1999	1999|Nov. 1999	[39]	
8006	74097	Work camps for peace	The UNESCO Courier II, 8 p. 25 74055 eng	 74055 eng	1949	1949	[25]	
8007	70982	The Work of a century in a few minutes: calculating machines, and the revolution in science which they are helping to bring about	The UNESCO Courier V, 2 p. 8-10, illus. 70922 eng	 70922 eng	1952	1952	[8, 9, 10]	Published in 3 editions
8008	74174	The Work of the General Conference as viewed by delegates	The UNESCO Courier II, 10 p. 20 74130 eng	 74130 eng	1949	1949	[20]	
8009	74502	Work-plan for Germany prepared by Secretariat	The UNESCO Courier I, 5 p. 1, 2 73774 eng	 73774 eng	1948	1948	[1, 2]	
8010	46285	Workers can be choosers: in defence of free choice in working life	The UNESCO Courier: a window open on the world XXXI, 11 p. 23-24, illus. 74806 eng	 74806 eng	1978	1978	[23, 24]	"Article appearing in ""ILO Information"", Geneva (Vol. 24, No. 1, 1978), in a slightly longer version."
8011	265247	Working for, not against, humanity	The UNESCO courier 3 p. 29-31, illus. 265211 eng	 265211 eng	2018	2018|July-Sept. 2018	[29, 30, 31]	
8012	69855	Working her way through college	The UNESCO Courier: a window open on the world VIII, 11 p. 13-14, illus. 69853 eng	 69853 eng	1955	1955	[13, 14]	Published in 3 editions
8013	104949	Working notes	The UNESCO courier: a window open on the world 49, 12 p. 28-29, illus. 104975 eng	 104975 eng	1996	1996|Dec. 1996	[28, 29]	
8014	46141	Workmanship in wood	The UNESCO Courier: a window open on the world XXXI, 8/9 p. 46-53, illus. 46076 eng	 46076 eng	1978	1978	[46, 47, 48, 49, 50, 51, 52, 53]	
8015	68806	Works of art at the doctor's	The UNESCO Courier: a window open on the world IX, 9 p. 18-21, illus. 68909 eng	 68909 eng	1956	1956	[18, 19, 20, 21]	Published in 3 editions
8016	74011	World 'Cité des arts' to be created in heart of Paris	The UNESCO Courier II, 5 p. 12 73993 eng	 73993 eng	1949	1949	[12]	
8017	122649	The World according to Nicolás Buenaventura	The UNESCO courier 54, 5 p. 43, illus. 122623 eng	 122623 eng	2001	2001|May 2001	[43]	
8018	45911	World alert against hijacking: a decade of violence	The UNESCO Courier: a window open on the world XXXI, 4 p. 22-23, illus. 74801 eng	 74801 eng	1978	1978	[22, 23]	
8019	64359	World assault against a single enemy: malaria	The UNESCO Courier: a window open on the world XIII, 4 p. 4-5, illus. 64696 eng	 64696 eng	1960	1960	[4, 5]	Published in 4 editions
8020	61122	A World athirst for oil: from square-rigger to supertanker	The UNESCO Courier: a window open on the world XXXVII, 6 p. 31-34, illus. 74681 eng	 74681 eng	1984	1984	[31, 32, 33, 34]	
8021	112503	The World beneath the waves	The UNESCO courier 51, 7/8 p. 29-30, illus. 112488 eng	 112488 eng	1998	1998|July - Aug. 1998	[29, 30]	
8022	73838	World body strives to lower news barriers	The UNESCO Courier I, 8 p. 4 73829 eng	 73829 eng	1948	1948|Sept. 1948	[4]	
8023	81372	World Braille: an advance towards one world	The UNESCO Courier III, 4 p. 3, illus., port. 81370 eng	 81370 eng	1950	1950|May 1950	[3]	Published in 3 editions
8024	63592	World campaign against hunger	The UNESCO Courier: a window open on the world XV, 7/8 p. 4-5, illus. 63738 eng	 63738 eng	1962	1962	[4, 5]	
8025	64563	The World campaign gets under way	The UNESCO Courier: a window open on the world XIII, 5 p. 12-15, illus. 78452 eng	 78452 eng	1960	1960	[12, 13, 14, 15]	Published in 4 editions
8026	73763	A World citizen	The UNESCO Courier I, 4 p. 4 73741 eng	 73741 eng	1948	1948	[4]	
8027	53571	World Communications Year	The UNESCO Courier: a window open on the world XXXVI, 3 p. 7, illus. 74689 eng	 74689 eng	1983	1983	[7]	
8028	74924	A World congress on copyright teaching	The UNESCO Courier: a window open on the world XL, 7 p. 34, illus. 74925 eng	 74925 eng	1987	1987	[34]	
8029	64807	World Congress on Youth	The UNESCO Courier: a window open on the world XXXVIII, 6 p. 12, illus. 64833 eng	 64833 eng	1985	1985	[12]	
8030	60663	World congress spurs fight against illiteracy	The UNESCO Courier: a window open on the world XVIII, 11 p. 30-31 78211 eng	 78211 eng	1965	1965	[30, 31]	
8031	41051	A World conservation strategy	The UNESCO Courier: a window open on the world XXXIII, 5 p. 36-37 74757 eng	 74757 eng	1980	1980	[36, 37]	
8032	73681	World copyright law planned	The UNESCO Courier I, 1 p. 7 73649 eng	 73649 eng	1948	1948	[7]	
8033	163603	A World cradle of agriculture	The UNESCO courier 6 p. 13-15, illus. 163541 eng	 163541 eng	2008	2008|2008	[13, 14, 15]	Electronic version only
8035	81713	The World Decade for Cultural Development	The UNESCO Courier: a window open on the world XLI, 11 p. 4-7, illus. 81721 eng	 81721 eng	1988	1988	[4, 5, 6, 7]	
8036	50906	The World drug situation: an up-to-date review by the United Nations Division of Narcotic Drugs	The UNESCO Courier: a window open on the world XXVI, 5 p. 16-17, 20-22, illus. 74885 eng	 74885 eng	1973	1973	[16, 17]	
8037	58111	A World Employment Programme	The UNESCO Courier: a window open on the world XXII, 7 p. 8-12, illus. 78245 eng	 78245 eng	1969	1969	[8, 9, 10, 11, 12]	
8038	47542	World energy file	The UNESCO Courier: a window open on the world XXXIV, 7 p. 17-31, illus. 74744 eng	 74744 eng	1981	1981	[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]	
8039	73729	World film catalogue issued	The UNESCO Courier I, 3 p. 6 73713 eng	 73713 eng	1948	1948	[6]	
8040	68330	World fisheries face growing demand	The UNESCO Courier: a window open on the world XXXIX, 2 p. 34-35, illus. 68337 eng	 68337 eng	1986	1986	[34, 35]	Excerpted from: 'Fisheries development in the 1980s', Rome: FAO
8041	90249	A World fit to live in	The UNESCO courier: a window open on the world XLIV, 11 p. 28-31, illus. 90256 eng	 90256 eng	1991	1991	[28, 29, 30, 31]	
8042	23639	The World Food Programme: a new form of aid for development	The UNESCO Courier: a window open on the world XX, 10 p. 30-32, illus. 78370 eng	 78370 eng	1967	1967	[30, 31, 32]	
8043	50332	A World gone mad: it is time to stop squandering nature's resources	The UNESCO Courier: a window open on the world XXVII, 7/8 p. 13-18, illus. 74876 eng	 74876 eng	1974	1974	[13, 14, 15, 16, 17, 18]	
8048	132173	World heritage: the new jewels	The New courier 3 p. 20-25, illus. 132107 eng	 132107 eng	2003	2003|Oct. 2003	[20, 21, 22, 23, 24, 25]	
8049	80957	The World heritage concept	The UNESCO Courier: a window open on the world XLI, 8 p. 32-33, illus. 80978 eng	 80978 eng	1988	1988	[32, 33]	
8050	109597	The World Heritage Convention, 25 years on	The UNESCO courier: a window open on the world 50, 9 p. 9 109370 eng	 109370 eng	1997	1997|Sept. 1997	[9]	
8051	87225	The World Heritage Convention: a new idea takes shape	The UNESCO Courier: a window open on the world XLIII, 10 p. 44-45, illus. 87206 eng	 87206 eng	1990	1990	[44, 45]	
8053	191689	World heritage grows richer	The UNESCO courier July-Aug. 2006 p. 3-4, illus. 191580 eng	 191580 eng	2006	2006|July-Aug. 2006	[3, 4]	Electronic version only
8054	80960	The World Heritage List: 228 properties as at 31 December 1987	The UNESCO Courier: a window open on the world XLI, 8 p. 37-38, illus. 80978 eng	 80978 eng	1988	1988	[37, 38]	
8055	87232	The World Heritage List: 322 properties as at 15 December 1989, 234 cultural sites, 75 natural sites and 13 mixed sites	The UNESCO Courier: a window open on the world XLIII, 10 p. 48 87206 eng	 87206 eng	1990	1990	[48]	
8056	41127	The World Heritage List: the first 57 entries	The UNESCO Courier: a window open on the world XXXIII, 8 p. 6-32, illus. 74761 eng	 74761 eng	1980	1980	[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]	Photographs and description of the first fifty seven entries of the World Heritage List
8057	185876	World heritage sites and biosphere reserves: 85 sites in common	The UNESCO courier Special edition p. 19, illus. 185815 eng	 185815 eng	2009	2009|Oct. 2009	[19]	Excerpts from the article: World heritage sites and biosphere reserves: responding to common challenges, World heritage review, no. 49, Apr. 2008
8058	186755	World heritage sites and biosphere reserves: 85 sites in common	The UNESCO courier 6 p. 15, illus. 186704 eng	 186704 eng	2009	2009|2009	[15]	Excerpts from the article: World heritage sites and biosphere reserves: responding to common challenges, World heritage review, no. 49, Apr. 2008|Electronic version only
8059	191706	World Heritage timeline	The UNESCO courier July-Aug. 2006 p. 13, illus. 191580 eng	 191580 eng	2006	2006|July-Aug. 2006	[13]	Electronic version only
8060	69975	World history: toning down its 'Western accent'	The UNESCO Courier: a window open on the world VII, 7 p. 24-25 69982 eng	 69982 eng	1954	1954	[24, 25]	Published in 3 editions
8061	49676	World hunger: crisis or scandal?	The UNESCO Courier: a window open on the world XXVIII, 5 p. 16-18, 23, illus. 74841 eng	 74841 eng	1975	1975	[16, 17, 18]	
8062	117901	A World in transition	The UNESCO courier 52, 11 p. 18 117896 eng	 117896 eng	1999	1999|Nov. 1999	[18]	
8063	105725	The World is a sanctuary	The UNESCO courier: a window open on the world 50, 3 p. 48 105695 eng	 105695 eng	1997	1997|Mar. 1997	[48]	
8065	16924	The World is heading for a collision	The UNESCO Courier: a window open on the world XIX, 2 p. 21-23, illus. 15480 eng	 15480 eng	1966	1966	[21, 22, 23]	Conclusion of a lecture delivered in Rome, 1965, under the auspices of FAO
8066	74331	The World laughs at different things	The UNESCO Courier III, 4 p. 6, p. 7 81370 eng	 81370 eng	1950	1950|May 1950	[6]	
8067	119233	World literacy: what went wrong?	The UNESCO courier 53, 3 p. 31-32, illus. 119217 eng	 119217 eng	2000	2000|Mar. 2000	[31, 32]	
8068	86188	World literacy: where we stand today	The UNESCO Courier: a window open on the world XLIII, 7 p. 13-14, 18-20, illus. 86203 eng	 86203 eng	1990	1990	[13, 14]	
8069	114146	World migration flows	The UNESCO courier 51, 11 p. 20-22, map 114138 eng	 114138 eng	1998	1998|Nov. 1998	[20, 21, 22]	
8070	69664	World military spending: over $1.5 million a minute	The UNESCO Courier: a window open on the world XXXIX, 8 p. 24 69680 eng	 69680 eng	1986	1986	[24]	
8072	73828	World music catalogue to list best reproductions	The UNESCO Courier I, 7 p. 8 73809 eng	 73809 eng	1948	1948	[8]	
8073	87900	World music or sounds of the times	The UNESCO courier: a window open on the world XLIV, 3 p. 37-39, illus. 87907 eng	 87907 eng	1991	1991	[37, 38, 39]	
8074	70340	World news is everyone's concern	The UNESCO Courier VI, 8/9 p. 20-21, illus. 70452 eng	 70452 eng	1953	1953	[20, 21]	Published in 3 editions
8076	48166	The World of Dostoyevsky	The UNESCO Courier: a window open on the world XXXV, 2 p. 14-21, illus. 74798 eng	 74798 eng	1982	1982	[14, 15, 16, 17, 18, 19, 20, 21]	
8078	48176	A World of justice, peace and progress	The UNESCO Courier: a window open on the world XXXV, 3 p. 4 74713 eng	 74713 eng	1982	1982	[4]	
8080	87889	A World of music	The UNESCO courier: a window open on the world XLIV, 3 p. 9-11, illus. 87907 eng	 87907 eng	1991	1991	[9, 10, 11]	
8081	63288	World of opportunity	The UNESCO Courier: a window open on the world XVI, 7/8 p. 4-10, illus. 63436 eng	 63436 eng	1963	1963|1963	[4, 5, 6, 7, 8, 9, 10]	Special double issue
8082	63811	The World of prehistoric man	The UNESCO Courier: a window open on the world XIV, 3 p. 14-17, illus. 63808 eng	 63808 eng	1961	1961	[14, 15, 16, 17]	Published in 6 editions
8083	20892	The World of the communications satellite	The UNESCO Courier: a window open on the world XIX, 11 p. 24-29, illus. 20805 eng	 20805 eng	1966	1966	[24, 25, 26, 27, 28, 29]	Article initially prepared as background material for a UNESCO report on space communications, later presented at the UNESCO Meeting of Experts on the Use of Space Communication by the Mass Media, Dec. 1965.
8084	55448	The World of the midwest farmer	The UNESCO Courier: a window open on the world XXXVI, 6 p. 25-27, illus. 74693 eng	 74693 eng	1983	1983	[25, 26, 27]	
